"y","x1","x2","x3","x4"
-3.2056,-1.68,-0.64545,1.4195,-0.83038
-3.1927,0.037394,0.63814,-2.4115,-0.061823
-3.1667,0.20825,-1.1016,0.10098,-0.94173
-3.1538,0.8686,0.61298,0.87002,-4.064
-3.1278,-0.71716,-2.0016,0.41116,0.56865
-3.076,0.89736,-1.0186,1.3473,-2.9222
-3.063,0.44749,-1.1258,0.040168,-1.0935
-3.0371,-0.098063,0.084972,0.23,-1.9569
-3.0241,-1.209,-0.78332,1.3124,-1.0509
-3.0112,-1.108,-0.86331,1.7177,-1.4664
-2.9852,-0.77091,-0.23706,0.65157,-1.3838
-2.9723,0.93615,0.37042,-1.2689,-1.7953
-2.9463,-0.33911,-0.35707,-0.008497,-1.0429
-2.9334,-0.11076,-1.2291,-0.68761,0.27132
-2.9204,-0.94376,2.2004,-1.3603,-1.6916
-2.8426,0.50422,2.5977,0.83955,-5.6667
-2.8296,0.50481,-0.79446,-0.05237,-1.3918
-2.8037,1.2491,-1.6276,-1.0527,-0.31028
-2.7907,-1.1998,0.15566,-0.77846,0.04287
-2.7778,0.16942,-0.02551,0.73866,-2.6068
-2.7518,-0.64819,1.1919,0.048574,-2.3485
-3.1803,-0.39889,-0.098959,0.79658,-2.0179
-3.1543,1.0634,0.15318,0.076983,-3.0064
-3.1414,-1.0009,0.55778,0.043677,-1.3479
-3.1154,1.174,1.1395,-0.662,-3.382
-3.1025,-0.0827,1.3928,0.95832,-3.9838
-3.0895,3.2851,0.61281,-0.34424,-5.2423
-3.0117,-1.3944,-2.0493,1.3996,0.32885
-2.9988,-0.23949,-1.6494,-0.89848,1.0384
-2.9728,-2.0196,-0.57544,-1.057,1.8681
-2.9599,0.13925,-0.44238,0.48208,-1.8955
-2.9339,0.73342,-0.5024,-1.2162,-0.7592
-2.921,-2.0513,0.60801,-1.427,1.0738
-2.7654,0.88829,-2.405,-1.5751,1.3481
-2.7394,-1.4642,-1.3551,0.21434,0.86021
-2.7265,1.6386,0.30412,-0.43259,-3.2256
-2.7005,-0.42589,0.067645,1.0148,-2.3719
-2.6746,-0.90098,1.1741,-1.6839,-0.37511
-3.129,-1.1268,0.48448,0.35296,-1.4405
-3.103,-0.18613,0.23784,1.4137,-3.1563
-3.0901,-0.53951,-0.08768,0.11829,-1.215
-3.0771,-0.47473,1.2181,1.0908,-3.5398
-3.0512,0.83854,1.681,0.50184,-4.7209
-3.0382,1.2489,1.0118,0.98731,-4.9281
-2.9475,-0.44198,-0.82125,-1.0371,0.55491
-2.9215,-0.84413,0.49018,0.027208,-1.4058
-2.9086,-0.95475,-0.59331,-0.8735,0.67092
-2.7141,-0.17665,-0.26607,-0.60479,-0.68603
-2.6881,-0.51435,1.2351,-1.932,-0.56168
-2.6752,1.1264,0.7963,0.00069717,-3.6265
-2.6622,-0.4621,1.1146,0.95391,-3.3145
-2.5974,-1.1603,0.35717,0.50084,-1.4244
-3.1166,-0.44206,-1.6643,2.7113,-2.2526
-3.0906,0.47488,-1.8402,0.30075,-0.62116
-3.0777,-1.6763,-0.70891,-0.9836,1.6173
-3.0647,-0.38189,-0.18262,-0.8352,-0.32992
-3.0388,-1.2185,0.38322,2.062,-2.9075
-3.0258,0.55932,-2.1538,-0.020285,-0.075754
-2.9999,0.4142,-1.0419,-2.6783,1.5511
-2.9351,0.93059,-0.63179,0.37396,-2.3536
-2.9091,-1.9178,-0.54743,1.3132,-0.55321
-2.6498,-0.30737,1.1692,1.6072,-4.148
-2.6239,-0.76307,-1.3357,-0.23338,0.61354
-2.6109,0.78978,2.431,0.36036,-5.2744
-2.559,-1.1015,0.2946,0.40902,-1.3172
-3.0782,-0.60348,-0.17332,-1.036,0.08767
-3.0523,0.062273,0.88756,-0.46628,-2.1891
-3.0264,-0.60552,0.61261,0.46391,-2.1656
-3.0134,0.022755,0.67971,-1.0885,-1.3332
-2.9875,-0.16364,-0.77634,0.50531,-1.2476
-2.9745,-0.14284,0.44749,0.66662,-2.6536
-2.9616,-2.1538,-1.7304,0.13347,2.032
-2.9227,-0.62805,1.2815,-0.052028,-2.3099
-2.8967,0.99038,-0.52177,-0.69,-1.4699
-2.5985,0.13586,-0.31432,-0.21289,-1.3035
-2.5726,0.46011,0.45624,-1.5018,-1.1353
-2.5596,0.0040948,-2.1118,-0.98033,1.38
-2.5207,-0.57922,0.2263,1.0649,-2.3917
-3.014,-0.61416,1.0996,0.32807,-2.5004
-3.001,-0.20504,0.23314,-1.0412,-0.69468
-2.9751,-0.12596,0.50927,0.52284,-2.5791
-2.9621,0.8764,-0.20761,-0.63689,-1.7124
-2.9492,0.94632,0.89067,-1.4325,-2.105
-2.9103,-0.45586,-0.67312,-0.54294,-0.025938
-2.8843,1.0694,-1.3191,0.26932,-1.6735
-2.5602,-1.8906,1.0389,-0.0065885,-0.85584
-2.5472,0.0038564,-0.83187,-1.8744,0.98301
-2.5342,-0.4577,-0.82831,-0.39041,-0.017591
-2.4954,-0.50377,-1.5318,-1.2749,1.5985
-3.0275,-0.58163,-0.52526,-0.72528,0.14031
-2.9886,0.31554,-1.4761,1.8468,-2.3042
-2.9627,0.096875,1.3475,-0.73273,-2.399
-2.9497,1.8954,-0.79613,1.3998,-4.1042
-2.9368,1.7075,0.23186,-0.34031,-3.2489
-2.9108,-2.0636,1.2607,1.4031,-2.2742
-2.8979,0.94892,0.084805,1.4994,-4.1539
-2.8719,-1.1853,-1.0552,0.40099,0.16461
-2.5218,-0.30837,-1.7308,1.9026,-1.4891
-2.4959,0.1479,-0.13194,-0.40116,-1.2893
-2.9373,0.58699,0.9279,-0.79857,-2.3836
-2.9244,1.035,0.43367,-0.47642,-2.6438
-2.8984,-0.36521,0.85276,0.32683,-2.4716
-2.8855,-0.064863,0.2054,-0.51426,-1.2953
-2.8595,0.33426,1.3179,-0.9254,-2.4022
-2.5224,-2.5477,0.7732,-0.17233,0.24452
-2.4835,-2.0968,-0.13769,0.4456,0.11015
-2.4706,-0.82151,0.20254,-1.5113,0.42743
-2.912,0.28785,0.32251,0.3051,-2.5487
-2.886,-0.42371,1.3695,1.0717,-3.6485
-2.8471,-1.0033,0.28147,-0.25803,-0.68603
-2.8342,-1.0706,0.79566,0.90678,-2.2748
-2.4582,0.71836,0.23079,1.8591,-4.4002
-2.4452,0.21418,-1.6715,-0.39893,0.21271
-2.4193,-0.94707,1.3227,-0.077459,-1.9625
-2.8736,-0.38682,-0.15615,-0.59048,-0.51618
-2.8607,0.32638,-0.63821,-1.014,-0.32039
-2.8218,0.86927,-0.35949,-0.12141,-2.0072
-2.8088,0.42824,-0.54609,1.9664,-3.4277
-2.7829,0.52016,-0.69107,1.4215,-2.8399
-2.4587,0.68511,0.69145,0.39238,-3.3828
-2.4328,0.74367,1.6345,0.47371,-4.4661
-2.4069,-1.718,2.1853,0.19829,-2.3263
-2.3939,-1.4723,0.86412,1.2931,-2.3134
-2.8483,0.71708,-0.42183,1.0261,-2.9046
-2.8223,0.34706,1.342,-0.47755,-2.8395
-2.7575,3.1325,0.51039,0.9465,-6.1395
-2.7445,-1.0367,-0.45994,1.4317,-1.5368
-2.7186,-0.90575,-0.50327,-2.7691,2.4859
-2.7056,0.82189,0.66368,-0.036315,-3.0578
-2.6797,0.48484,0.64543,1.0937,-3.8129
-2.3945,0.012905,-0.49537,0.76875,-1.8861
-2.3815,0.87999,-0.19415,-1.1461,-1.169
-2.797,0.04269,0.33706,0.29871,-2.2784
-2.784,1.5023,-0.71336,-1.9453,-0.46662
-2.7581,0.4713,0.32089,-0.26411,-2.1336
-2.6673,-0.11706,-0.48171,0.88727,-1.8753
-2.6543,-0.14304,-0.87967,-0.005525,-0.57739
-2.6414,-0.22758,-0.47148,-2.271,1.3118
-2.6154,-0.002405,0.2067,1.6638,-3.4382
-2.3691,0.22928,-0.028563,-2.2605,0.40761
-2.3432,0.18466,1.8938,1.0354,-4.7003
-2.3172,-2.4526,0.33291,0.95695,-0.46194
-2.7457,-0.7403,0.26023,-0.52048,-0.61703
-2.7327,-0.44874,0.66845,0.61054,-2.4196
-2.7197,0.53997,1.921,1.4992,-5.5185
-2.6938,-0.17261,0.72149,0.23134,-2.3738
-2.6808,-0.25653,-0.44971,0.9006,-1.7707
-2.5901,0.57742,0.047625,0.73793,-2.9314
-2.5641,0.058329,-1.3618,-0.90075,0.5961
-2.5512,-0.52985,2.2722,0.1323,-3.481
-2.5382,-2.0402,-0.15261,1.5074,-0.90668
-2.3308,-1.2715,1.1727,0.57502,-2.0809
-2.3178,0.31882,-0.42935,-1.2663,-0.23829
-2.6425,0.72941,1.3908,0.58866,-4.27
-2.6295,1.5686,-1.3939,-0.8031,-0.9412
-2.6166,0.28531,-0.18111,-1.0442,-0.65912
-2.5906,0.82535,2.1381,-2.0522,-2.5316
-2.4999,-0.65754,0.96141,0.71661,-2.5993
-2.4869,-0.030186,0.12065,-0.033387,-1.6398
-2.461,-0.21106,-0.55174,-2.1866,1.3185
-2.448,0.4649,-0.53884,-0.49924,-1.0099
-2.435,-0.29369,0.61628,0.89031,-2.7811
-2.3184,1.3483,-0.86199,-0.92122,-1.1425
-2.3054,-0.72725,-0.12558,-0.0086431,-0.73091
-2.5782,-0.61305,0.81937,0.28822,-2.0692
-2.5653,0.058105,0.60385,0.6206,-2.8386
-2.5393,-0.23993,1.0091,0.47645,-2.8108
-2.5264,-0.86397,0.45094,0.07869,-1.2477
-2.5134,0.86223,0.078511,1.0973,-3.5692
-2.4226,0.73683,-1.7755,-0.76806,0.23848
-2.3967,-1.4296,1.7546,-0.13046,-1.7943
-2.3837,0.91505,0.12008,0.39836,-2.9794
-2.3708,-0.47279,-0.17999,1.5195,-2.4088
-2.293,1.3416,0.13293,0.72521,-3.7318
-2.28,-0.50256,0.6162,0.44073,-2.1232
-2.2411,0.73379,-0.34507,-0.19549,-1.7536
-0.99642,-0.29709,0.57614,-0.98503,-0.89096
-0.98345,1.3043,-0.80547,1.8044,-3.809
-0.95752,-0.24231,-0.36611,0.69162,-1.6393
-0.94456,-0.0069263,-0.80293,-1.4803,0.69136
-0.91863,-1.3019,-0.66078,1.4065,-0.99991
-0.90566,1.7481,-0.2467,-0.19886,-2.8473
-0.89269,1.5534,-0.80334,1.1639,-3.43
-0.86676,-2.4039,0.48568,0.13646,0.17663
-0.8538,0.99023,-0.27304,-0.19102,-2.0826
-2.4751,-0.13533,1.4619,-0.18171,-2.712
-2.4621,1.79,-0.086224,1.1169,-4.3238
-2.4362,-1.5147,0.26736,-1.4957,1.1292
-2.4232,1.6186,-0.50989,0.29295,-2.9243
-2.3325,1.5758,-1.0494,-1.0122,-1.0645
-2.3195,-1.2389,-0.74491,0.021054,0.38988
-2.2806,-0.85294,0.26388,1.5293,-2.4771
-2.2676,-1.1391,0.27174,1.47,-2.1453
-2.2287,-1.3617,-2.0514,0.31298,1.5359
-1.0748,0.84981,0.24532,-0.18795,-2.455
-1.0618,1.6055,-1.1247,-1.1701,-0.86373
-1.0359,-0.89001,1.7571,-0.38295,-2.0685
-1.0229,0.96401,-0.3092,-0.45865,-1.7463
-0.8025,-1.7888,-0.68624,-0.39742,1.2816
-0.78953,1.02,-0.041963,0.97254,-3.4692
-0.7636,-0.43955,-0.11867,0.23657,-1.2359
-0.75064,-0.40945,-0.50741,-1.0437,0.37651
-0.69877,-1.3831,-0.42084,0.86707,-0.62068
-2.4108,-0.31652,-1.4719,0.22255,0.02679
-2.3978,-0.43332,-1.208,-0.56241,0.64463
-2.3719,0.08142,0.22568,-0.69968,-1.166
-2.3589,-0.36591,1.3904,1.3294,-3.8786
-2.2682,-0.20114,0.018132,-0.17855,-1.1894
-2.2552,-0.51234,-1.8403,-0.66103,1.4532
-2.2293,-0.93673,0.59064,2.1497,-3.3167
-2.2163,0.55179,0.0063581,-0.55634,-1.5492
-2.1904,0.3034,-0.41005,1.0452,-2.4532
-2.1774,0.246,-0.7442,0.051893,-1.09
-2.1645,0.81326,0.26456,0.60948,-3.2057
-1.1531,0.2811,-0.68236,-0.36938,-0.77463
-1.1272,-1.0629,0.75568,0.35013,-1.5982
-1.1142,0.054435,1.422,-0.66943,-2.3693
-1.1013,2.0406,0.024229,-0.69166,-2.9002
-1.0105,1.4195,-1.7589,-1.8384,0.62159
-0.98459,-1.2216,-0.32281,0.11499,-0.13004
-0.97162,-1.2672,0.25765,-0.65102,0.081725
-0.95865,-0.85761,0.018893,1.2834,-1.9737
-0.93272,0.36706,0.25685,0.32123,-2.4769
-0.91976,-2.4984,-0.14428,0.93451,0.14614
-0.89383,1.0712,-1.0196,0.71372,-2.2732
-0.88086,1.0533,-0.2123,-2.573,0.14885
-0.86789,0.33993,-0.14652,-0.22729,-1.5091
-0.84196,-0.040303,-1.5549,0.61785,-0.54838
-0.829,-0.78416,0.12629,1.0621,-1.9373
-0.80307,0.74278,-1.122,-0.82518,-0.34221
-0.7901,0.92524,2.6638,0.20951,-5.3317
-0.73824,1.0451,1.0306,-0.30453,-3.3086
-0.72527,0.81742,-1.4685,0.41976,-1.2855
-0.69934,-0.90218,0.53855,1.8361,-2.9917
-2.3336,-0.40413,-0.18071,0.94339,-1.8748
-2.3077,1.0774,-1.3305,0.10211,-1.3568
-2.2947,-0.38751,-0.97089,0.65331,-0.81476
-2.2558,0.54911,0.47335,-0.38221,-2.1729
-2.2428,-0.9346,-1.516,-0.75766,1.6505
-2.2169,-1.0768,-0.23687,0.84151,-1.0567
-2.1261,0.24547,0.73969,-0.40943,-2.1146
-2.1132,-0.62878,-1.0562,1.222,-1.0478
-2.0872,-0.56534,-0.373,-0.034062,-0.56734
-2.0743,0.22392,1.2357,-0.271,-2.7264
-1.2834,-1.298,-0.021791,-1.3087,1.0481
-1.1926,1.3945,-1.0473,-0.27118,-1.588
-1.1796,-0.04916,0.1261,2.1218,-3.6845
-1.1537,-1.1759,0.14215,-0.15815,-0.36181
-1.0889,0.13565,0.57859,-0.74212,-1.5195
-1.0629,0.18924,-0.87266,-0.75996,-0.098857
-1.05,-0.43614,-0.010533,-2.0935,0.95594
-1.037,0.80612,-0.37471,0.89572,-2.8248
-1.0111,0.38791,-0.40054,-0.073048,-1.4398
-0.99812,-1.6473,0.30982,-1.3502,1.0997
-0.97219,0.27581,0.15203,-1.1126,-0.8672
-0.95922,-0.44954,1.4029,0.58575,-3.0691
-0.94625,-1.9897,-0.69648,0.9067,0.23906
-0.92032,-0.18064,0.46695,0.31721,-2.1322
-0.90736,0.10208,-0.43381,-2.0914,0.84875
-0.88143,2.2986,-1.5097,0.44094,-2.7103
-0.86846,0.37227,0.47545,0.079148,-2.4521
-0.85549,-1.022,-1.6459,0.15637,0.97292
-0.82956,0.26512,-1.3838,-0.52012,0.10465
-0.8166,0.46031,0.32182,-1.5759,-0.76602
-0.79067,1.5042,0.49233,-0.52331,-2.994
-0.7777,-0.99855,-0.50927,-1.8069,1.7296
-0.76473,-0.83989,1.1209,0.42911,-2.2488
-0.7388,-1.1679,1.7558,1.3857,-3.4984
-0.68694,-0.74608,1.0006,-0.94765,-0.87403
-0.67397,0.14271,0.54976,-0.67244,-1.5657
-0.62211,-0.17897,0.53942,-0.31254,-1.5907
-2.2434,-0.95867,-0.13956,-0.80496,0.35199
-2.2304,0.41129,-0.12448,-0.54994,-1.2609
-2.2045,0.79382,0.10052,1.5941,-3.96
-2.1915,0.077121,0.86568,0.18179,-2.641
-2.1656,-1.4815,-1.3411,1.4092,-0.093389
-2.1526,0.9999,1.0534,1.565,-5.0902
-2.1397,0.81968,-0.87453,0.12019,-1.5658
-2.1137,-0.34767,-0.56803,0.80203,-1.3911
-2.0489,-1.108,0.44802,-0.41614,-0.47072
-2.023,1.1749,-1.8564,0.2993,-1.1055
-2.01,0.25801,1.9275,0.61733,-4.3103
-1.997,1.803,1.1236,2.3538,-6.7226
-1.9711,-0.66293,1.1459,-0.10375,-1.9145
-1.271,1.2161,2.6028,-2.1286,-3.2454
-1.258,-1.9911,1.739,1.5837,-2.8526
-1.2321,1.431,0.11873,1.1597,-4.1806
-1.2191,-0.85889,-0.21374,-1.1324,0.64844
-1.1413,-0.79917,-1.1182,-1.5168,1.873
-1.1283,1.428,0.85535,0.62346,-4.3922
-1.1024,-0.62676,0.52977,-0.3201,-1.1204
-1.0894,-0.30102,-0.44797,0.56226,-1.323
-1.0765,0.70007,-0.0041984,-1.2471,-0.98404
-1.0505,-0.012666,0.28212,1.0207,-2.7876
-1.0376,-0.2498,-0.71925,1.6401,-2.1554
-1.0246,2.071,-0.27233,-0.25808,-3.0316
-0.75233,1.3678,0.24541,0.48648,-3.5871
-0.7264,1.096,0.29321,0.17875,-3.0666
-0.71344,0.79057,-0.066868,0.28766,-2.5112
-0.70047,-0.011044,-0.19285,-1.2122,-0.12896
-0.67454,-0.23698,0.24038,1.354,-2.8509
-0.63564,1.1387,-1.5261,-0.042875,-1.0666
-0.62268,-0.82397,1.3163,-0.58649,-1.4548
-2.1402,0.28791,0.09292,-0.052958,-1.8312
-2.1273,-1.1178,-0.50312,-0.89245,0.97136
-2.1013,0.15745,-0.44222,1.498,-2.6827
-2.0884,0.25749,0.7722,-0.69387,-1.8559
-2.0624,0.42646,-0.70141,0.77705,-1.9824
-2.0495,-1.7061,-0.96007,-0.3954,1.5227
-2.0365,-1.9588,-0.70501,0.62831,0.51443
-1.9587,0.16187,0.99177,0.30586,-2.9598
-1.9457,-0.16937,0.014463,-1.901,0.50497
-1.3364,-0.11894,-0.77371,0.1298,-0.74002
-1.3104,0.34419,1.6525,1.3891,-4.8614
-1.2975,0.11879,1.4525,0.095166,-3.1736
-1.2715,0.73757,1.5472,-0.37624,-3.4166
-1.2067,-1.891,0.47277,0.56744,-0.67435
-1.1808,-0.80547,2.3463,-1.762,-1.3443
-1.1678,1.1522,-1.1397,0.11682,-1.6113
-1.1548,0.66911,1.1635,0.28069,-3.6067
-1.1289,-1.1251,-0.11324,-1.6423,1.3207
-1.1159,-0.27297,-0.54604,-0.33208,-0.36511
-1.09,-1.4196,1.7695,-1.1073,-0.80142
-1.077,-0.51219,-0.66319,1.8595,-2.1554
-0.70104,-0.7228,-2.6976,1.3523,0.58884
-0.68807,0.60887,-0.94086,1.8827,-3.0029
-0.66214,0.84597,-0.54318,-0.87064,-0.94262
-0.64917,-0.40193,1.3504,0.05604,-2.5204
-0.59731,-0.011825,-1.2079,0.11386,-0.39421
-2.1797,1.0239,0.2625,-0.49963,-2.2764
-2.1667,-1.1477,1.2579,0.55678,-2.1707
-2.1408,0.65703,-0.36968,0.37768,-2.1391
-2.1278,0.44103,-1.2134,-0.65126,-0.073714
-2.0371,0.87585,0.64893,0.60379,-3.5975
-2.0241,-1.7984,-0.14481,-0.50788,0.91818
-1.9982,-0.79463,1.9365,1.0341,-3.6659
-1.9852,-1.579,-1.245,0.59831,0.72421
-1.9722,-0.90281,0.65055,0.086426,-1.3425
-1.9463,-0.53593,-0.77168,0.32229,-0.50741
-1.9074,-1.8614,0.15911,0.72083,-0.5264
-1.4666,0.4423,-0.2026,0.47723,-2.1927
-1.4406,0.37658,-0.44622,-1.2,-0.24331
-1.3888,0.26574,0.31473,0.73417,-2.7892
-1.3499,2.0529,-0.12866,-0.21867,-3.1716
-1.3369,-1.3477,-0.44628,-0.91253,1.1727
-1.324,1.4671,0.84948,-0.9585,-2.8527
-1.298,-0.45473,-0.028545,0.21407,-1.227
-1.2851,0.63468,1.2924,-0.41011,-3.0141
-1.2591,0.10238,-0.91967,-0.79718,0.10759
-1.2462,-0.14626,0.064604,0.07293,-1.4861
-1.2332,-1.8992,-0.22882,-1.1461,1.7258
-1.2073,-0.14134,-0.29549,0.49576,-1.5432
-1.1943,-0.99767,0.31591,-0.8471,-0.00042532
-1.1684,0.95062,-0.60732,-1.4297,-0.4221
-1.1554,2.6445,2.5524,-0.36475,-6.3008
-0.63677,0.64503,-1.0631,0.75072,-1.7964
-0.61084,1.189,-0.46671,-0.21761,-1.9831
-0.59788,-0.30992,-0.10845,0.76566,-1.8288
-0.58491,-1.1709,0.40203,-0.69563,-0.064409
-0.55898,-0.19446,0.45528,0.75321,-2.4959
-0.54601,0.85368,1.7148,0.93663,-4.9705
-2.1673,-0.44064,-1.498,-0.082623,0.53589
-2.1543,0.85566,-0.20243,0.18936,-2.3057
-2.1284,2.0936,-0.70323,-0.74725,-2.1058
-2.1154,1.0886,0.43332,1.6412,-4.5926
-1.9339,0.30067,-0.86971,2.6165,-3.4637
-1.9209,0.057545,0.18009,-0.97054,-0.76959
-1.882,-0.53421,-0.1393,0.16438,-0.97664
-1.8691,-1.4811,-1.6598,-0.51501,2.1452
-1.5449,-0.35793,-0.915,-0.23953,0.023076
-1.519,0.98657,0.8205,-0.41876,-2.8661
-1.506,-0.12508,-1.4157,-2.0818,2.0978
-1.4801,0.48258,0.040615,-0.14561,-1.8548
-1.4671,-0.10067,0.17573,0.085746,-1.6425
-1.4153,-0.68684,-0.4776,2.2056,-2.4832
-1.3893,-0.7902,-0.44688,-1.6444,1.3528
-1.3634,-1.0855,-0.80937,-0.078792,0.47605
-1.3375,-1.5479,-0.51321,-0.73822,1.279
-1.3245,-1.1382,0.3399,-0.79819,0.078437
-1.3116,0.75078,-0.30383,1.5067,-3.3891
-1.2856,-0.74002,0.13502,1.0654,-1.9304
-0.57251,-0.41955,-1.5066,-0.70563,1.1331
-0.54658,-0.51965,-0.063954,-1.1384,0.20753
-0.50768,0.74074,-0.45209,2.3345,-4.04
-1.9215,-1.3885,-0.80994,-1.8473,2.5169
-1.9085,-0.50075,-0.86415,-0.10858,-0.0029631
-1.8826,-0.30986,-0.67842,1.1705,-1.6281
-1.8178,0.58795,1.5847,0.37729,-4.0065
-1.7919,-0.17137,0.20051,-0.71171,-0.80542
-1.7789,0.93421,-0.057633,-0.14853,-2.1854
-1.7659,0.4522,0.050565,-0.85136,-1.1322
-1.74,-0.2449,-1.4758,0.067445,0.18668
-1.727,1.5739,0.52859,-0.88385,-2.6841
-1.7011,-0.56053,1.3027,-0.73607,-1.5044
-1.6881,1.0589,0.73412,0.18081,-3.4245
-1.6752,1.2127,-0.24676,0.56789,-2.9704
-1.6492,-0.84585,-0.73779,-1.5313,1.6013
-1.6363,-1.2367,-0.6832,-0.68285,1.1015
